,Severity,Distance(mi),Side,State,State_Number,Timezone,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Day_Night
358,2,0.005,0,CA,0,US/Pacific,72.0,46.0,10.0,4,1
359,2,0.2189999999999999,1,CA,0,US/Pacific,68.0,63.0,10.0,4,1
360,2,0.1669999999999999,0,CA,0,US/Pacific,68.0,61.0,10.0,3,1
361,2,0.145,0,CA,0,US/Pacific,72.0,40.0,10.0,4,1
362,2,0.0,0,CA,0,US/Pacific,72.0,46.0,10.0,4,1
363,2,0.425,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
364,2,0.315,0,CA,0,US/Pacific,71.0,38.0,10.0,4,1
365,2,0.077,1,CA,0,US/Pacific,66.0,65.0,10.0,4,1
366,2,0.49,0,CA,0,US/Pacific,72.0,35.0,10.0,4,1
367,2,0.009,0,CA,0,US/Pacific,71.0,50.0,10.0,4,1
368,2,0.198,0,CA,0,US/Pacific,68.0,56.0,10.0,4,1
369,2,0.8340000000000001,0,CA,0,US/Pacific,67.0,57.0,10.0,3,1
370,2,0.083,0,CA,0,US/Pacific,71.0,38.0,10.0,4,1
371,2,0.143,0,CA,0,US/Pacific,63.0,75.0,10.0,3,1
372,2,0.423,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
373,2,0.412,0,CA,0,US/Pacific,71.0,38.0,10.0,4,1
374,2,0.0,0,CA,0,US/Pacific,63.0,63.0,10.0,3,1
375,2,0.4539999999999999,0,CA,0,US/Pacific,63.0,70.0,10.0,4,1
376,2,0.27,0,CA,0,US/Pacific,72.0,41.0,10.0,4,1
377,2,0.258,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
378,2,0.1369999999999999,0,CA,0,US/Pacific,66.0,52.0,10.0,4,1
379,2,0.341,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
380,2,0.144,0,CA,0,US/Pacific,55.0,100.0,7.0,3,1
381,2,0.0,0,CA,0,US/Pacific,58.0,78.0,10.0,4,1
382,2,0.447,0,CA,0,US/Pacific,58.0,78.0,10.0,4,1
383,2,0.125,0,CA,0,US/Pacific,66.0,40.0,10.0,4,1
384,2,0.491,0,CA,0,US/Pacific,57.0,77.0,10.0,4,0
385,2,0.259,0,CA,0,US/Pacific,68.0,50.0,10.0,4,1
386,4,0.268,0,CA,0,US/Pacific,56.0,77.0,9.0,3,1
387,4,0.242,0,CA,0,US/Pacific,56.0,77.0,9.0,3,1
388,2,0.502,0,CA,0,US/Pacific,63.0,59.0,10.0,3,1
389,2,0.0,0,CA,0,US/Pacific,65.0,54.0,10.0,3,1
390,2,0.191,0,CA,0,US/Pacific,65.0,54.0,10.0,3,1
391,2,0.606,0,CA,0,US/Pacific,64.0,64.0,10.0,4,1
392,2,1.017,0,CA,0,US/Pacific,71.0,49.0,10.0,4,1
393,2,0.496,0,CA,0,US/Pacific,68.0,50.0,10.0,4,1
394,2,1.036,0,CA,0,US/Pacific,68.0,60.0,10.0,4,1
395,4,0.132,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
396,2,0.512,0,CA,0,US/Pacific,71.0,49.0,10.0,4,1
397,4,0.13,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
398,2,0.366,0,CA,0,US/Pacific,72.0,46.0,10.0,4,1
399,2,0.26,0,CA,0,US/Pacific,71.0,41.0,10.0,4,1
400,2,0.003,1,CA,0,US/Pacific,67.0,52.0,10.0,4,1
401,2,0.044,0,CA,0,US/Pacific,64.0,58.0,10.0,3,1
402,2,0.0,0,CA,0,US/Pacific,70.0,47.0,10.0,3,1
403,2,0.001,0,CA,0,US/Pacific,72.0,35.0,10.0,4,1
404,2,0.306,0,CA,0,US/Pacific,66.0,54.0,10.0,4,1
405,2,0.3339999999999999,0,CA,0,US/Pacific,66.0,54.0,10.0,4,1
406,2,0.0,0,CA,0,US/Pacific,70.0,42.0,10.0,4,1
407,2,0.003,0,CA,0,US/Pacific,63.0,56.0,10.0,4,1
408,2,0.054,0,CA,0,US/Pacific,72.0,35.0,10.0,4,1
409,2,0.0,0,CA,0,US/Pacific,73.0,27.0,10.0,4,1
410,2,0.0,0,CA,0,US/Pacific,68.0,55.0,10.0,4,1
411,2,0.255,0,CA,0,US/Pacific,69.0,53.0,10.0,4,1
412,2,0.3879999999999999,0,CA,0,US/Pacific,71.0,42.0,10.0,4,1
413,2,0.778,0,CA,0,US/Pacific,73.0,23.0,10.0,4,1
414,2,0.476,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
415,2,0.0289999999999999,0,CA,0,US/Pacific,63.0,60.0,10.0,4,1
416,2,0.507,0,CA,0,US/Pacific,70.0,42.0,10.0,4,1
417,2,0.0,0,CA,0,US/Pacific,71.0,42.0,10.0,4,1
418,2,0.433,0,CA,0,US/Pacific,62.0,62.0,10.0,4,1
419,2,0.184,0,CA,0,US/Pacific,67.0,51.0,10.0,4,1
420,2,0.26,0,CA,0,US/Pacific,68.0,40.0,10.0,4,1
421,2,0.698,0,CA,0,US/Pacific,62.0,53.0,10.0,4,1
422,2,0.14,0,CA,0,US/Pacific,68.0,40.0,10.0,4,1
423,2,0.127,0,CA,0,US/Pacific,61.0,64.0,10.0,4,1
424,2,0.113,0,CA,0,US/Pacific,56.0,77.0,10.0,4,1
425,2,0.958,0,CA,0,US/Pacific,54.0,85.0,10.0,4,0
426,3,0.0,0,CA,0,US/Pacific,46.0,76.0,10.0,4,1
427,2,0.725,0,CA,0,US/Pacific,58.0,62.0,10.0,3,1
428,2,0.2269999999999999,0,CA,0,US/Pacific,51.0,54.0,10.0,4,0
429,2,0.06,0,CA,0,US/Pacific,41.0,76.0,10.0,4,1
430,2,0.595,0,CA,0,US/Pacific,48.0,63.0,10.0,4,1
431,3,0.4920000000000001,0,CA,0,US/Pacific,49.0,74.0,10.0,4,1
432,2,0.072,0,CA,0,US/Pacific,49.0,50.0,10.0,4,1
433,2,0.183,0,CA,0,US/Pacific,46.0,76.0,10.0,4,1
434,2,0.531,0,CA,0,US/Pacific,48.0,66.0,9.0,4,1
435,2,0.532,0,CA,0,US/Pacific,50.0,62.0,10.0,4,1
436,2,0.342,0,CA,0,US/Pacific,52.0,62.0,10.0,4,1
437,2,0.382,0,CA,0,US/Pacific,53.0,45.0,10.0,4,1
438,2,0.109,0,CA,0,US/Pacific,54.0,53.0,10.0,4,1
439,2,0.407,0,CA,0,US/Pacific,59.0,41.0,10.0,4,1
440,3,0.487,0,CA,0,US/Pacific,58.0,37.0,10.0,4,1
441,2,0.076,0,CA,0,US/Pacific,57.0,42.0,10.0,4,1
442,3,0.027,0,CA,0,US/Pacific,58.0,47.0,10.0,3,1
443,3,0.421,1,CA,0,US/Pacific,61.0,39.0,10.0,4,1
444,3,0.052,1,CA,0,US/Pacific,57.0,44.0,9.0,4,1
445,2,0.355,0,CA,0,US/Pacific,58.0,47.0,10.0,3,1
446,2,0.158,0,CA,0,US/Pacific,59.0,41.0,10.0,3,1
447,2,0.0,1,CA,0,US/Pacific,61.0,36.0,10.0,3,1
448,3,0.125,0,CA,0,US/Pacific,57.0,44.0,10.0,3,1
449,2,0.188,0,CA,0,US/Pacific,59.0,51.0,10.0,4,1
450,3,0.125,1,CA,0,US/Pacific,57.0,44.0,10.0,3,1
451,3,0.094,0,CA,0,US/Pacific,62.0,39.0,10.0,4,1
452,2,0.002,0,CA,0,US/Pacific,48.0,58.0,10.0,3,1
453,2,0.034,0,CA,0,US/Pacific,62.0,41.0,10.0,3,1
454,2,0.223,0,CA,0,US/Pacific,55.0,55.0,8.0,3,1
455,2,0.107,0,CA,0,US/Pacific,60.0,41.0,10.0,3,1
456,2,0.062,0,CA,0,US/Pacific,57.0,51.0,10.0,3,1
457,3,0.287,0,CA,0,US/Pacific,60.0,41.0,10.0,3,1
458,2,0.565,0,CA,0,US/Pacific,57.0,44.0,10.0,4,1
459,2,0.002,0,CA,0,US/Pacific,51.0,63.0,10.0,3,1
460,2,0.191,0,CA,0,US/Pacific,59.0,42.0,10.0,3,1
461,2,0.133,0,CA,0,US/Pacific,57.0,41.0,10.0,3,1
462,2,0.121,0,CA,0,US/Pacific,57.0,51.0,10.0,3,1
463,2,0.0,0,CA,0,US/Pacific,60.0,42.0,10.0,3,1
464,2,0.148,0,CA,0,US/Pacific,57.0,45.0,10.0,4,1
465,2,0.171,0,CA,0,US/Pacific,54.0,58.0,10.0,3,1
466,3,0.062,1,CA,0,US/Pacific,55.0,49.0,10.0,4,0
467,2,0.022,1,CA,0,US/Pacific,45.0,82.0,10.0,4,0
468,2,0.13,0,CA,0,US/Pacific,48.0,82.0,10.0,4,0
469,2,0.71,0,CA,0,US/Pacific,47.0,54.0,10.0,4,0
470,2,0.325,0,CA,0,US/Pacific,42.0,82.0,10.0,4,1
471,3,0.487,0,CA,0,US/Pacific,42.0,79.0,10.0,4,1
472,2,0.235,0,CA,0,US/Pacific,43.0,80.0,10.0,4,1
473,2,0.325,0,CA,0,US/Pacific,42.0,82.0,10.0,4,1
474,3,0.3339999999999999,0,CA,0,US/Pacific,43.0,87.0,10.0,4,1
475,2,0.725,0,CA,0,US/Pacific,44.0,73.0,10.0,4,1
476,2,0.049,0,CA,0,US/Pacific,45.0,74.0,10.0,4,1
477,2,0.6779999999999999,0,CA,0,US/Pacific,43.0,76.0,10.0,4,1
478,2,0.344,0,CA,0,US/Pacific,40.0,86.0,10.0,4,1
479,2,0.183,0,CA,0,US/Pacific,46.0,71.0,10.0,4,1
480,2,0.902,0,CA,0,US/Pacific,49.0,71.0,10.0,4,1
481,2,0.052,0,CA,0,US/Pacific,52.0,63.0,10.0,4,1
482,2,0.114,0,CA,0,US/Pacific,52.0,69.0,10.0,4,1
483,2,0.206,0,CA,0,US/Pacific,57.0,40.0,10.0,4,1
484,2,0.0,0,CA,0,US/Pacific,57.0,49.0,10.0,4,1
485,2,0.483,0,CA,0,US/Pacific,57.0,63.0,10.0,4,1
486,2,0.01,0,CA,0,US/Pacific,60.0,42.0,10.0,4,1
487,2,0.556,0,CA,0,US/Pacific,58.0,53.0,10.0,4,1
488,2,0.317,0,CA,0,US/Pacific,61.0,41.0,10.0,4,1
489,2,0.166,0,CA,0,US/Pacific,63.0,35.0,10.0,4,1
490,2,0.0289999999999999,1,CA,0,US/Pacific,50.0,32.0,10.0,3,1
491,2,0.442,0,CA,0,US/Pacific,66.0,26.0,10.0,3,1
492,2,0.0069999999999999,0,CA,0,US/Pacific,64.0,26.0,10.0,4,1
493,2,0.241,0,CA,0,US/Pacific,64.0,31.0,10.0,3,1
494,2,0.024,0,CA,0,US/Pacific,66.0,24.0,10.0,4,1
495,2,0.532,0,CA,0,US/Pacific,63.0,27.0,9.0,3,1
496,2,0.256,0,CA,0,US/Pacific,64.0,31.0,10.0,3,1
497,2,0.1689999999999999,0,CA,0,US/Pacific,65.0,26.0,10.0,4,1
498,2,0.086,0,CA,0,US/Pacific,65.0,26.0,10.0,3,1
499,2,0.207,0,CA,0,US/Pacific,63.0,26.0,9.0,4,1
500,2,0.5,0,CA,0,US/Pacific,66.0,32.0,10.0,3,1
501,2,0.001,0,CA,0,US/Pacific,64.0,28.0,10.0,4,1
502,2,0.107,0,CA,0,US/Pacific,50.0,40.0,10.0,3,1
503,2,0.001,0,CA,0,US/Pacific,65.0,25.0,10.0,4,1
504,2,0.257,0,CA,0,US/Pacific,61.0,34.0,10.0,3,1
505,2,0.0,0,CA,0,US/Pacific,64.0,28.0,10.0,4,1
506,2,0.361,0,CA,0,US/Pacific,66.0,27.0,10.0,4,1
507,2,0.246,0,CA,0,US/Pacific,64.0,42.0,10.0,3,1
508,2,0.623,0,CA,0,US/Pacific,65.0,25.0,10.0,4,1
509,2,0.0,0,CA,0,US/Pacific,64.0,28.0,10.0,3,1
510,2,0.131,0,CA,0,US/Pacific,64.0,34.0,10.0,4,1
511,2,0.2769999999999999,0,CA,0,US/Pacific,66.0,27.0,10.0,4,1
512,2,0.1369999999999999,0,CA,0,US/Pacific,60.0,36.0,10.0,3,1
513,2,0.6809999999999999,0,CA,0,US/Pacific,60.0,36.0,10.0,3,1
514,2,0.358,0,CA,0,US/Pacific,60.0,36.0,10.0,3,1
515,2,0.1169999999999999,0,CA,0,US/Pacific,64.0,31.0,10.0,3,1
516,2,0.0,0,CA,0,US/Pacific,61.0,35.0,10.0,4,1
517,2,0.064,0,CA,0,US/Pacific,60.0,38.0,10.0,4,1
518,2,0.331,0,CA,0,US/Pacific,43.0,81.0,10.0,3,0
519,2,0.235,0,CA,0,US/Pacific,53.0,74.0,10.0,3,0
520,2,1.027,0,CA,0,US/Pacific,49.0,80.0,10.0,4,0
521,2,0.036,0,CA,0,US/Pacific,49.0,80.0,10.0,4,1
522,2,0.083,0,CA,0,US/Pacific,43.0,76.0,10.0,4,1
523,2,0.036,0,CA,0,US/Pacific,47.0,80.0,10.0,4,1
524,2,0.218,0,CA,0,US/Pacific,54.0,72.0,10.0,3,1
525,2,0.0139999999999999,0,CA,0,US/Pacific,45.0,53.0,10.0,4,1
526,2,0.477,0,CA,0,US/Pacific,49.0,77.0,10.0,4,1
527,2,0.027,0,CA,0,US/Pacific,46.0,76.0,9.0,4,1
528,2,0.004,0,CA,0,US/Pacific,46.0,76.0,9.0,4,1
529,2,0.598,0,CA,0,US/Pacific,50.0,82.0,10.0,4,1
530,2,0.307,0,CA,0,US/Pacific,57.0,64.0,10.0,4,1
531,2,0.127,0,CA,0,US/Pacific,56.0,67.0,10.0,3,1
532,2,0.172,0,CA,0,US/Pacific,55.0,67.0,10.0,3,1
533,2,0.3229999999999999,0,CA,0,US/Pacific,55.0,57.0,10.0,4,1
534,2,0.03,0,CA,0,US/Pacific,57.0,72.0,10.0,3,1
535,2,0.353,0,CA,0,US/Pacific,56.0,62.0,10.0,4,1
536,2,0.16,1,CA,0,US/Pacific,59.0,48.0,10.0,4,1
537,2,0.406,0,CA,0,US/Pacific,57.0,55.0,8.0,4,1
538,2,0.529,0,CA,0,US/Pacific,61.0,58.0,10.0,4,1
539,2,0.0559999999999999,1,CA,0,US/Pacific,62.0,60.0,10.0,4,1
540,2,0.022,0,CA,0,US/Pacific,63.0,37.0,10.0,3,1
541,2,0.032,1,CA,0,US/Pacific,66.0,50.0,10.0,3,1
542,2,0.0,0,CA,0,US/Pacific,60.0,67.0,10.0,4,1
543,2,0.297,0,CA,0,US/Pacific,64.0,59.0,10.0,4,1
544,2,0.002,0,CA,0,US/Pacific,60.0,67.0,10.0,4,1
545,2,0.292,0,CA,0,US/Pacific,60.0,67.0,10.0,4,1
546,2,0.296,0,CA,0,US/Pacific,63.0,55.0,10.0,4,1
547,2,0.354,0,CA,0,US/Pacific,64.0,54.0,10.0,4,1
548,2,0.476,0,CA,0,US/Pacific,63.0,58.0,10.0,4,1
549,2,0.02,0,CA,0,US/Pacific,64.0,54.0,10.0,4,1
550,2,0.207,0,CA,0,US/Pacific,60.0,69.0,10.0,4,1
551,2,0.445,0,CA,0,US/Pacific,68.0,40.0,10.0,4,1
552,2,0.447,0,CA,0,US/Pacific,66.0,47.0,10.0,4,1
553,2,0.0,0,CA,0,US/Pacific,63.0,55.0,10.0,4,1
554,2,0.346,0,CA,0,US/Pacific,70.0,32.0,10.0,4,1
555,2,0.0579999999999999,1,CA,0,US/Pacific,70.0,32.0,10.0,4,1
556,2,0.207,0,CA,0,US/Pacific,68.0,35.0,10.0,4,1
557,2,0.198,0,CA,0,US/Pacific,65.0,47.0,10.0,4,1
558,2,0.01,0,CA,0,US/Pacific,59.0,72.0,10.0,4,1
559,2,0.263,0,CA,0,US/Pacific,71.0,32.0,10.0,4,1
560,2,0.3939999999999999,0,CA,0,US/Pacific,68.0,49.0,10.0,4,1
561,2,0.12,0,CA,0,US/Pacific,70.0,35.0,10.0,4,1
562,2,0.405,0,CA,0,US/Pacific,63.0,68.0,10.0,4,1
563,2,0.5579999999999999,0,CA,0,US/Pacific,62.0,58.0,10.0,4,1
564,2,0.4479999999999999,0,CA,0,US/Pacific,66.0,50.0,10.0,4,1
565,2,0.452,0,CA,0,US/Pacific,70.0,35.0,10.0,4,1
566,2,0.449,0,CA,0,US/Pacific,60.0,64.0,10.0,4,1
567,2,0.64,0,CA,0,US/Pacific,68.0,35.0,10.0,4,1
568,2,0.009,0,CA,0,US/Pacific,65.0,62.0,10.0,4,1
569,2,0.161,0,CA,0,US/Pacific,60.0,60.0,10.0,4,1
570,2,0.0,0,CA,0,US/Pacific,58.0,72.0,10.0,4,1
571,2,0.257,0,CA,0,US/Pacific,57.0,69.0,10.0,4,1
572,2,0.001,0,CA,0,US/Pacific,55.0,77.0,10.0,4,0
573,2,0.0,0,CA,0,US/Pacific,55.0,77.0,10.0,4,0
574,2,0.084,0,CA,0,US/Pacific,52.0,82.0,10.0,4,0
575,2,0.4679999999999999,0,CA,0,US/Pacific,49.0,90.0,10.0,4,0
576,2,0.0,0,CA,0,US/Pacific,48.0,93.0,8.0,3,1
577,2,0.53,0,CA,0,US/Pacific,52.0,80.0,10.0,3,1
578,3,0.084,0,CA,0,US/Pacific,52.0,82.0,10.0,4,1
579,2,0.4539999999999999,0,CA,0,US/Pacific,50.0,83.0,10.0,3,1
580,2,0.157,0,CA,0,US/Pacific,48.0,83.0,10.0,3,1
581,2,0.0,0,CA,0,US/Pacific,44.0,89.0,10.0,4,1
582,2,0.483,0,CA,0,US/Pacific,48.0,93.0,6.0,4,1
583,3,0.161,1,CA,0,US/Pacific,50.0,94.0,7.0,3,1
584,2,0.009,0,CA,0,US/Pacific,55.0,83.0,10.0,3,1
585,2,0.4679999999999999,0,CA,0,US/Pacific,53.0,83.0,10.0,3,1
586,2,0.53,0,CA,0,US/Pacific,54.0,75.0,10.0,3,1
587,2,0.209,0,CA,0,US/Pacific,49.0,97.0,5.0,3,1
588,2,0.451,0,CA,0,US/Pacific,59.0,67.0,8.0,4,1
589,2,0.242,0,CA,0,US/Pacific,58.0,67.0,10.0,3,1
590,2,0.325,0,CA,0,US/Pacific,59.0,62.0,10.0,3,1
591,2,0.524,0,CA,0,US/Pacific,63.0,56.0,10.0,4,1
592,2,0.524,0,CA,0,US/Pacific,61.0,70.0,10.0,4,1
593,2,0.0,0,CA,0,US/Pacific,58.0,67.0,10.0,4,1
594,2,0.1369999999999999,0,CA,0,US/Pacific,70.0,46.0,10.0,4,1
595,2,0.228,0,CA,0,US/Pacific,68.0,50.0,10.0,4,1
596,2,0.479,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
597,2,0.3720000000000001,0,CA,0,US/Pacific,71.0,44.0,10.0,4,1
598,3,0.255,0,CA,0,US/Pacific,70.0,42.0,10.0,4,1
599,2,0.466,0,CA,0,US/Pacific,69.0,38.0,10.0,4,1
600,2,0.21,0,CA,0,US/Pacific,72.0,38.0,9.0,4,1
601,2,0.1689999999999999,0,CA,0,US/Pacific,61.0,64.0,10.0,3,1
602,2,0.1989999999999999,0,CA,0,US/Pacific,72.0,46.0,9.0,4,1
603,2,0.226,0,CA,0,US/Pacific,59.0,59.0,10.0,4,1
604,2,0.129,0,CA,0,US/Pacific,62.0,62.0,10.0,4,1
605,2,0.315,0,CA,0,US/Pacific,62.0,62.0,10.0,4,1
606,2,0.534,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
607,4,0.695,0,CA,0,US/Pacific,63.0,59.0,10.0,4,1
608,4,0.601,0,CA,0,US/Pacific,63.0,59.0,10.0,4,1
609,2,0.001,0,CA,0,US/Pacific,55.0,72.0,10.0,4,0
610,2,0.0069999999999999,1,CA,0,US/Pacific,52.0,86.0,10.0,4,0
611,2,0.512,0,CA,0,US/Pacific,48.0,80.0,10.0,4,0
612,2,0.086,1,CA,0,US/Pacific,48.0,83.0,10.0,4,0
613,2,0.001,1,CA,0,US/Pacific,48.0,83.0,10.0,4,0
614,2,0.0069999999999999,0,CA,0,US/Pacific,47.0,80.0,10.0,4,0
615,2,0.13,0,CA,0,US/Pacific,50.0,87.0,10.0,3,1
616,2,0.102,1,CA,0,US/Pacific,46.0,93.0,10.0,4,1
617,2,0.048,0,CA,0,US/Pacific,41.0,100.0,10.0,4,1
618,2,0.581,0,CA,0,US/Pacific,50.0,86.0,10.0,4,1
619,2,0.0,0,CA,0,US/Pacific,48.0,87.0,8.0,4,1
620,2,0.205,0,CA,0,US/Pacific,50.0,80.0,10.0,4,1
621,2,0.4370000000000001,1,CA,0,US/Pacific,50.0,86.0,10.0,4,1
622,2,0.008,0,CA,0,US/Pacific,52.0,82.0,9.0,4,1
623,3,0.0,1,CA,0,US/Pacific,52.0,82.0,9.0,4,1
624,2,0.0,0,CA,0,US/Pacific,48.0,89.0,10.0,4,1
625,2,0.331,0,CA,0,US/Pacific,59.0,62.0,10.0,4,1
626,2,0.106,0,CA,0,US/Pacific,55.0,82.0,10.0,3,1
627,2,0.182,1,CA,0,US/Pacific,58.0,70.0,10.0,4,1
628,2,0.3289999999999999,0,CA,0,US/Pacific,54.0,77.0,10.0,4,1
629,2,0.02,1,CA,0,US/Pacific,57.0,67.0,9.0,4,1
630,2,0.1689999999999999,0,CA,0,US/Pacific,58.0,65.0,10.0,3,1
631,2,0.012,0,CA,0,US/Pacific,61.0,63.0,9.0,4,1
632,2,0.009,1,CA,0,US/Pacific,61.0,63.0,9.0,4,1
633,2,0.405,0,CA,0,US/Pacific,61.0,68.0,10.0,4,1
634,2,0.893,1,CA,0,US/Pacific,64.0,50.0,10.0,4,1
635,2,0.231,0,CA,0,US/Pacific,61.0,62.0,10.0,4,1
636,2,0.532,0,CA,0,US/Pacific,68.0,52.0,9.0,4,1
637,2,0.0,0,CA,0,US/Pacific,64.0,54.0,10.0,4,1
638,2,0.009,0,CA,0,US/Pacific,66.0,56.0,10.0,4,1
639,2,0.446,0,CA,0,US/Pacific,61.0,62.0,10.0,4,1
640,2,0.0,0,CA,0,US/Pacific,69.0,53.0,10.0,4,1
641,2,0.145,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
642,2,0.168,0,CA,0,US/Pacific,61.0,67.0,10.0,4,1
643,2,0.452,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
644,2,0.45,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
645,2,0.529,0,CA,0,US/Pacific,62.0,58.0,10.0,4,1
646,2,0.433,0,CA,0,US/Pacific,62.0,58.0,10.0,4,1
647,2,0.5579999999999999,0,CA,0,US/Pacific,66.0,54.0,10.0,4,1
648,2,0.203,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
649,2,0.0,0,CA,0,US/Pacific,63.0,58.0,10.0,4,1
650,2,0.001,0,CA,0,US/Pacific,67.0,57.0,10.0,4,1
651,2,0.364,0,CA,0,US/Pacific,65.0,58.0,10.0,4,1
652,2,0.442,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
653,2,0.008,0,CA,0,US/Pacific,72.0,50.0,10.0,4,1
654,2,0.301,0,CA,0,US/Pacific,64.0,59.0,10.0,4,1
655,2,0.426,0,CA,0,US/Pacific,72.0,50.0,10.0,4,1
656,2,0.198,0,CA,0,US/Pacific,67.0,49.0,10.0,4,1
657,2,0.145,0,CA,0,US/Pacific,71.0,45.0,10.0,4,1
658,2,0.295,0,CA,0,US/Pacific,64.0,60.0,10.0,4,1
659,2,0.942,0,CA,0,US/Pacific,72.0,46.0,9.0,4,1
660,2,0.12,0,CA,0,US/Pacific,71.0,45.0,10.0,4,1
661,2,0.3229999999999999,0,CA,0,US/Pacific,61.0,67.0,10.0,4,1
662,2,0.146,0,CA,0,US/Pacific,72.0,43.0,9.0,4,1
663,2,0.0,1,CA,0,US/Pacific,72.0,43.0,9.0,4,1
664,2,0.0139999999999999,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
665,2,0.106,0,CA,0,US/Pacific,60.0,64.0,10.0,4,1
666,2,0.7879999999999999,0,CA,0,US/Pacific,63.0,56.0,10.0,4,1
667,2,0.0579999999999999,1,CA,0,US/Pacific,70.0,49.0,10.0,4,1
668,2,0.076,0,CA,0,US/Pacific,67.0,51.0,10.0,4,1
669,2,0.385,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
670,2,0.253,0,CA,0,US/Pacific,59.0,69.0,10.0,4,1
671,2,0.11,0,CA,0,US/Pacific,59.0,67.0,10.0,4,1
672,2,0.654,0,CA,0,US/Pacific,58.0,78.0,10.0,4,1
673,2,0.534,0,CA,0,US/Pacific,64.0,56.0,10.0,4,1
674,2,0.374,0,CA,0,US/Pacific,56.0,75.0,10.0,4,1
675,2,0.42,0,CA,0,US/Pacific,56.0,72.0,10.0,4,1
676,2,0.3429999999999999,0,CA,0,US/Pacific,60.0,60.0,10.0,4,1
677,2,0.2189999999999999,0,CA,0,US/Pacific,56.0,72.0,10.0,4,1
678,2,0.433,0,CA,0,US/Pacific,56.0,75.0,10.0,4,1
679,2,0.152,0,CA,0,US/Pacific,53.0,89.0,10.0,4,0
680,2,0.1689999999999999,0,CA,0,US/Pacific,53.0,89.0,10.0,4,0
681,3,0.124,0,CA,0,US/Pacific,54.0,77.0,10.0,3,0
682,3,0.183,0,CA,0,US/Pacific,57.0,77.0,10.0,4,1
683,3,0.156,0,CA,0,US/Pacific,68.0,59.0,10.0,4,1
684,3,0.374,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
685,2,0.228,0,CA,0,US/Pacific,66.0,56.0,10.0,3,1
686,3,0.1669999999999999,0,CA,0,US/Pacific,67.0,51.0,10.0,3,1
687,2,0.8029999999999999,0,CA,0,US/Pacific,79.0,36.0,10.0,4,1
688,3,0.5760000000000001,0,CA,0,US/Pacific,55.0,77.0,10.0,4,1
689,3,0.332,0,CA,0,US/Pacific,55.0,90.0,10.0,4,0
690,2,0.487,0,CA,0,US/Pacific,52.0,80.0,10.0,3,1
691,3,0.465,0,CA,0,US/Pacific,64.0,64.0,10.0,3,1
692,3,0.989,0,CA,0,US/Pacific,64.0,64.0,10.0,3,1
693,2,0.42,0,CA,0,US/Pacific,69.0,61.0,10.0,3,1
694,2,0.4529999999999999,0,CA,0,US/Pacific,75.0,38.0,10.0,4,1
695,3,0.451,0,CA,0,US/Pacific,59.0,72.0,10.0,3,1
696,3,0.992,0,CA,0,US/Pacific,59.0,72.0,10.0,3,1
697,2,0.368,0,CA,0,US/Pacific,59.0,72.0,10.0,3,1
698,2,0.424,0,CA,0,US/Pacific,57.0,72.0,10.0,3,0
699,2,0.0,0,CA,0,US/Pacific,52.0,80.0,10.0,4,0
700,2,0.0,0,CA,0,US/Pacific,52.0,77.0,10.0,4,0
701,2,0.322,0,CA,0,US/Pacific,56.0,87.0,10.0,3,1
702,3,0.15,0,CA,0,US/Pacific,53.0,83.0,10.0,4,1
703,2,0.05,0,CA,0,US/Pacific,48.0,89.0,10.0,4,1
704,2,0.248,0,CA,0,US/Pacific,52.0,88.0,10.0,3,1
705,2,0.015,0,CA,0,US/Pacific,54.0,82.0,9.0,4,1
706,2,0.281,0,CA,0,US/Pacific,54.0,97.0,10.0,3,1
707,2,0.185,0,CA,0,US/Pacific,54.0,82.0,9.0,4,1
708,2,0.614,0,CA,0,US/Pacific,59.0,75.0,10.0,4,1
709,2,0.29,0,CA,0,US/Pacific,58.0,75.0,10.0,3,1
710,3,0.483,0,CA,0,US/Pacific,55.0,77.0,9.0,4,1
711,2,0.01,0,CA,0,US/Pacific,58.0,75.0,10.0,3,1
712,2,0.3229999999999999,0,CA,0,US/Pacific,59.0,75.0,10.0,4,1
713,2,0.109,0,CA,0,US/Pacific,62.0,70.0,10.0,4,1
714,2,0.664,0,CA,0,US/Pacific,58.0,81.0,10.0,4,1
715,2,0.5720000000000001,0,CA,0,US/Pacific,57.0,82.0,10.0,3,1
716,2,0.235,0,CA,0,US/Pacific,58.0,81.0,10.0,4,1
